Area Name,Year,Month,Labor Force,Employment,Unemployment,Unemployment Rate,County,Region
"Riverside-San Bernardino-Ontario, CA MSA",2018,May,"2,011,969","1,925,313","86,656",4.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,June,"2,014,654","1,929,199","85,455",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,July,"2,016,656","1,932,152","84,504",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,August,"2,018,721","1,934,462","84,259",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,September,"2,021,259","1,936,392","84,867",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,October,"2,024,286","1,938,131","86,155",4.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,November,"2,027,592","1,939,908","87,684",4.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2018,December,"2,030,457","1,941,582","88,875",4.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,January,"2,032,093","1,942,861","89,232",4.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,February,"2,032,564","1,943,983","88,581",4.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,March,"2,032,842","1,945,623","87,219",4.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,April,"2,033,808","1,948,382","85,426",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,May,"2,035,641","1,952,097","83,544",4.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,June,"2,038,691","1,956,689","82,002",4.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,July,"2,043,196","1,962,157","81,039",4.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,August,"2,048,816","1,968,229","80,587",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,September,"2,054,980","1,974,438","80,542",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,October,"2,061,356","1,980,559","80,797",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,November,"2,067,529","1,986,525","81,004",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2019,December,"2,073,319","1,992,177","81,142",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,January,"2,078,633","1,997,205","81,428",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,February,"2,082,734","2,000,835","81,899",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,March,"2,064,102","1,941,561","122,541",5.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,April,"2,040,278","1,715,693","324,585",15.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,May,"2,019,537","1,703,566","315,971",15.6%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,June,"2,098,036","1,831,359","266,677",12.7%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,July,"2,090,905","1,829,322","261,583",12.5%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,August,"2,072,688","1,854,067","218,621",10.5%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,September,"2,087,213","1,871,453","215,760",10.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,October,"2,075,331","1,883,506","191,825",9.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,November,"2,081,651","1,891,716","189,935",9.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2020,December,"2,085,667","1,897,636","188,031",9.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,January,"2,088,587","1,902,756","185,831",8.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,February,"2,091,866","1,908,425","183,441",8.8%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,March,"2,096,233","1,915,299","180,934",8.6%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,April,"2,101,349","1,923,475","177,874",8.5%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,May,"2,106,483","1,932,805","173,678",8.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,June,"2,110,467","1,942,623","167,844",8.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,July,"2,113,033","1,953,141","159,892",7.6%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,August,"2,114,433","1,964,196","150,237",7.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,September,"2,115,834","1,975,688","140,146",6.6%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,October,"2,118,744","1,988,168","130,576",6.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,November,"2,123,713","2,001,687","122,026",5.7%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2021,December,"2,129,880","2,015,321","114,559",5.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,January,"2,135,876","2,027,841","108,035",5.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,February,"2,139,640","2,037,718","101,922",4.8%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,March,"2,140,567","2,044,458","96,109",4.5%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,April,"2,139,361","2,048,574","90,787",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,May,"2,137,462","2,051,064","86,398",4.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,June,"2,136,105","2,052,522","83,583",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,July,"2,136,079","2,053,388","82,691",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,August,"2,137,575","2,054,300","83,275",3.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,September,"2,140,086","2,055,356","84,730",4.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,October,"2,143,068","2,056,223","86,845",4.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,November,"2,146,620","2,057,453","89,167",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2022,December,"2,151,162","2,059,804","91,358",4.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,January,"2,156,428","2,063,049","93,379",4.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,February,"2,161,819","2,066,767","95,052",4.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,March,"2,166,596","2,070,301","96,295",4.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,April,"2,170,375","2,073,126","97,249",4.5%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,May,"2,173,316","2,074,992","98,324",4.5%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,June,"2,176,554","2,076,788","99,766",4.6%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,July,"2,180,939","2,079,141","101,798",4.7%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,August,"2,186,227","2,081,857","104,370",4.8%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,September,"2,191,544","2,084,517","107,027",4.9%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,October,"2,195,715","2,086,429","109,286",5.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,November,"2,198,100","2,087,240","110,860",5.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2023,December,"2,198,545","2,087,019","111,526",5.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,January,"2,197,470","2,086,224","111,246",5.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,February,"2,196,311","2,085,558","110,753",5.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,March,"2,196,370","2,085,504","110,866",5.0%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,April,"2,198,524","2,086,732","111,792",5.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,May,"2,202,670","2,089,348","113,322",5.1%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,June,"2,207,699","2,092,482","115,217",5.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,July,"2,212,684","2,095,536","117,148",5.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,August,"2,216,912","2,098,261","118,651",5.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,September,"2,219,813","2,100,437","119,376",5.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,October,"2,221,176","2,101,803","119,373",5.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,November,"2,220,780","2,101,815","118,965",5.4%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2024,December,"2,220,177","2,101,466","118,711",5.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2025,January,"2,221,588","2,103,971","117,617",5.3%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2025,February,"2,221,190","2,104,812","116,378",5.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2025,March,"2,224,012","2,108,229","115,783",5.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2025,April,"2,229,463","2,113,211","116,252",5.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2025,May,"2,234,785","2,117,619","117,166",5.2%,Riverside County; San Bernardino County,Inland Empire
"Riverside-San Bernardino-Ontario, CA MSA",2025,June,"2,240,006","2,120,479","119,527",5.3%,Riverside County; San Bernardino County,Inland Empire
"Sacramento-Roseville-Folsom, CA MSA",2015,January,"1,048,108","981,902","66,206",6.3%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,February,"1,048,891","983,848","65,043",6.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,March,"1,050,208","985,997","64,211",6.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,April,"1,051,799","988,231","63,568",6.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,May,"1,053,104","990,135","62,969",6.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,June,"1,053,639","991,352","62,287",5.9%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,July,"1,053,701","992,148","61,553",5.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,August,"1,053,759","992,953","60,806",5.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,September,"1,054,093","994,112","59,981",5.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,October,"1,055,175","996,032","59,143",5.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,November,"1,057,015","998,569","58,446",5.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2015,December,"1,059,044","1,001,193","57,851",5.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,January,"1,088,834","1,031,474","57,360",5.3%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,February,"1,090,093","1,033,017","57,076",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,March,"1,091,120","1,034,153","56,967",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,April,"1,092,362","1,035,323","57,039",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,May,"1,094,007","1,036,730","57,277",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,June,"1,095,712","1,038,205","57,507",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,July,"1,096,983","1,039,421","57,562",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,August,"1,097,602","1,040,162","57,440",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,September,"1,097,685","1,040,453","57,232",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,October,"1,097,317","1,040,484","56,833",5.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,November,"1,096,885","1,040,753","56,132",5.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2016,December,"1,096,811","1,041,615","55,196",5.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,January,"1,097,240","1,043,081","54,159",4.9%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,February,"1,098,143","1,045,061","53,082",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,March,"1,099,332","1,047,189","52,143",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,April,"1,100,684","1,049,258","51,426",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,May,"1,102,087","1,051,247","50,840",4.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,June,"1,103,321","1,053,047","50,274",4.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,July,"1,104,250","1,054,595","49,655",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,August,"1,104,682","1,055,874","48,808",4.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,September,"1,104,701","1,057,039","47,662",4.3%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,October,"1,104,566","1,058,290","46,276",4.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,November,"1,104,477","1,059,618","44,859",4.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2017,December,"1,104,685","1,061,108","43,577",3.9%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,January,"1,105,426","1,062,781","42,645",3.9%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,February,"1,106,832","1,064,755","42,077",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,March,"1,108,781","1,067,070","41,711",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,April,"1,110,900","1,069,514","41,386",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,May,"1,112,838","1,071,737","41,101",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,June,"1,114,477","1,073,640","40,837",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,July,"1,115,776","1,075,194","40,582",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,August,"1,116,896","1,076,361","40,535",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,September,"1,118,107","1,077,295","40,812",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,October,"1,119,667","1,078,292","41,375",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,November,"1,121,516","1,079,459","42,057",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2018,December,"1,123,105","1,080,506","42,599",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,January,"1,123,779","1,080,989","42,790",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,February,"1,123,294","1,080,749","42,545",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,March,"1,122,070","1,080,045","42,025",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,April,"1,120,789","1,079,459","41,330",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,May,"1,120,132","1,079,543","40,589",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,June,"1,120,580","1,080,623","39,957",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,July,"1,122,045","1,082,526","39,519",3.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,August,"1,123,966","1,084,739","39,227",3.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,September,"1,125,791","1,086,740","39,051",3.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,October,"1,127,233","1,088,266","38,967",3.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,November,"1,128,376","1,089,493","38,883",3.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2019,December,"1,129,712","1,090,879","38,833",3.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,January,"1,131,467","1,092,816","38,651",3.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,February,"1,133,716","1,095,312","38,404",3.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,March,"1,124,029","1,066,614","57,415",5.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,April,"1,106,428","945,882","160,546",14.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,May,"1,089,089","935,099","153,990",14.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,June,"1,124,314","992,519","131,795",11.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,July,"1,116,529","1,000,546","115,983",10.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,August,"1,112,485","1,007,786","104,699",9.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,September,"1,110,880","1,014,191","96,689",8.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,October,"1,110,750","1,019,739","91,011",8.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,November,"1,111,605","1,024,524","87,081",7.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2020,December,"1,113,064","1,028,641","84,423",7.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,January,"1,114,843","1,032,090","82,753",7.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,February,"1,116,954","1,035,258","81,696",7.3%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,March,"1,119,385","1,038,527","80,858",7.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,April,"1,122,027","1,042,118","79,909",7.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,May,"1,124,561","1,046,122","78,439",7.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,June,"1,126,829","1,050,472","76,357",6.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,July,"1,128,730","1,055,391","73,339",6.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,August,"1,130,136","1,060,698","69,438",6.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,September,"1,131,058","1,065,905","65,153",5.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,October,"1,131,703","1,070,851","60,852",5.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,November,"1,132,244","1,075,463","56,781",5.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2021,December,"1,132,990","1,079,935","53,055",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,January,"1,134,060","1,084,324","49,736",4.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,February,"1,135,092","1,088,249","46,843",4.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,March,"1,135,711","1,091,369","44,342",3.9%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,April,"1,136,013","1,093,731","42,282",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,May,"1,136,285","1,095,493","40,792",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,June,"1,136,820","1,096,788","40,032",3.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,July,"1,137,919","1,097,873","40,046",3.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,August,"1,139,606","1,099,044","40,562",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,September,"1,141,737","1,100,442","41,295",3.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,October,"1,144,285","1,102,068","42,217",3.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,November,"1,147,093","1,103,890","43,203",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2022,December,"1,150,004","1,105,891","44,113",3.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,January,"1,152,709","1,107,756","44,953",3.9%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,February,"1,154,949","1,109,316","45,633",4.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,March,"1,156,635","1,110,486","46,149",4.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,April,"1,157,951","1,111,380","46,571",4.0%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,May,"1,159,250","1,112,149","47,101",4.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,June,"1,160,972","1,113,165","47,807",4.1%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,July,"1,163,398","1,114,624","48,774",4.2%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,August,"1,166,341","1,116,391","49,950",4.3%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,September,"1,169,250","1,118,127","51,123",4.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,October,"1,171,508","1,119,413","52,095",4.4%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,November,"1,173,006","1,120,238","52,768",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2023,December,"1,173,853","1,120,813","53,040",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,January,"1,174,253","1,121,360","52,893",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,February,"1,174,639","1,121,995","52,644",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,March,"1,175,353","1,122,665","52,688",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,April,"1,176,700","1,123,577","53,123",4.5%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,May,"1,178,726","1,124,823","53,903",4.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,June,"1,180,886","1,125,952","54,934",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,July,"1,182,798","1,126,749","56,049",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,August,"1,184,376","1,127,408","56,968",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,September,"1,185,462","1,128,017","57,445",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,October,"1,185,849","1,128,373","57,476",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,November,"1,185,579","1,128,340","57,239",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2024,December,"1,185,313","1,128,233","57,080",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2025,January,"1,186,948","1,130,495","56,453",4.8%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2025,February,"1,188,240","1,132,396","55,844",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2025,March,"1,191,225","1,135,875","55,350",4.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2025,April,"1,195,433","1,139,915","55,518",4.6%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2025,May,"1,199,137","1,143,221","55,916",4.7%,Unknown,Unknown
"Sacramento-Roseville-Folsom, CA MSA",2025,June,"1,201,490","1,144,251","57,239",4.8%,Unknown,Unknown
"Salinas, CA MSA",2015,January,"216,883","198,479","18,404",8.5%,Monterey County,Central Coast
"Salinas, CA MSA",2015,February,"217,193","199,197","17,996",8.3%,Monterey County,Central Coast
"Salinas, CA MSA",2015,March,"217,717","199,989","17,728",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,April,"218,318","200,694","17,624",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,May,"218,901","201,264","17,637",8.1%,Monterey County,Central Coast
