#,Image,Name,Description,Common Location,Properties
370,https://www.zeldadungeon.net/wiki/images/thumb/c/cc/Hyrule-Compendium-Shield-of-the-Minds-Eye.png/72px-Hyrule-Compendium-Shield-of-the-Minds-Eye.png,Shield of the Mind's Eye,A small Sheikah-made shield. Its design is intended to decrease blind spots without sacrificing too much defense.,"West Necluda,East Necluda",16 Shield Guard
371,https://www.zeldadungeon.net/wiki/images/thumb/1/1f/Hyrule-Compendium-Ancient-Shield.png/72px-Hyrule-Compendium-Ancient-Shield.png,Ancient Shield,This shield was made using ancient Sheikah technology. Its surface glows blue when raised in defense. Enhanced functionality allows it to deflect Guardian beams.,Unknown,70 Shield Guard
372,https://www.zeldadungeon.net/wiki/images/thumb/d/d2/Hyrule-Compendium-Rusty-Shield.png/72px-Hyrule-Compendium-Rusty-Shield.png,Rusty Shield,"It's likely that this rusty old shield once belonged to a knight. It still has some defensive capabilities, but its usefulness has been worn down by time.","Hyrule Field,East Necluda",3 Shield Guard
373,https://www.zeldadungeon.net/wiki/images/thumb/1/19/Hyrule-Compendium-Royal-Guards-Shield.png/72px-Hyrule-Compendium-Royal-Guards-Shield.png,Royal Guard's Shield,"This shield was forged using ancient Sheikah technology. It boasts extremely high stopping power, but its structural weakness made its low durability impractical for combat.",Unknown,70 Shield Guard
374,https://www.zeldadungeon.net/wiki/images/thumb/3/33/Hyrule-Compendium-Boko-Shield.png/72px-Hyrule-Compendium-Boko-Shield.png,Boko Shield,"A Bokoblin-made shield created by attaching a handhold to any flat tree bark picked up off the ground. It's pretty shoddy, so don't expect it to last very long.","Hyrule Field,West Necluda",3 Shield Guard
375,https://www.zeldadungeon.net/wiki/images/thumb/0/00/Hyrule-Compendium-Spiked-Boko-Shield.png/72px-Hyrule-Compendium-Spiked-Boko-Shield.png,Spiked Boko Shield,A Boko shield made of slightly stronger wood and reinforced with animal bones.,"Faron Grasslands,East Necluda",10 Attack
376,https://www.zeldadungeon.net/wiki/images/thumb/3/3a/Hyrule-Compendium-Dragonbone-Boko-Shield.png/72px-Hyrule-Compendium-Dragonbone-Boko-Shield.png,Dragonbone Boko Shield,"This Boko shield is reinforced with fossilized bone. Its defensive capabilities are respectable, but its predictably slipshod craftsmanship spells low durability.","Hyrule Ridge,Necluda Sea",25 Shield Guard
377,https://www.zeldadungeon.net/wiki/images/thumb/b/b2/Hyrule-Compendium-Lizal-Shield.png/72px-Hyrule-Compendium-Lizal-Shield.png,Lizal Shield,"A common shield found among the Lizalfos. It's made of metal, but its sloppy craftsmanship offers poor durability.","Lake Hylia,East Necluda",15 Shield Guard
378,https://www.zeldadungeon.net/wiki/images/thumb/b/b0/Hyrule-Compendium-Reinforced-Lizal-Shield.png/72px-Hyrule-Compendium-Reinforced-Lizal-Shield.png,Reinforced Lizal Shield,"This Lizal shield has been strengthened by adding a different type of metal to the mix. The edge is lined with spikes, so handle with care.","Tabantha Frontier,Gerudo Desert",22 Shield Guard
379,https://www.zeldadungeon.net/wiki/images/thumb/3/33/Hyrule-Compendium-Steel-Lizal-Shield.png/72px-Hyrule-Compendium-Steel-Lizal-Shield.png,Steel Lizal Shield,"This Lizal shield is adorned with several metal shells as a means of reinforcement. Its defensive capabilities are high, but its weight requires a skilled soldier to bear.","Hebra Mountains,Akkala Highlands",35 Shield Guard
380,https://www.zeldadungeon.net/wiki/images/thumb/5/5d/Hyrule-Compendium-Guardian-Shield.png/72px-Hyrule-Compendium-Guardian-Shield.png,Guardian Shield,A shield made with ancient Sheikah technology. It can deflect a Guardian Scout's beam.,"West Necluda,Lanayru Great Spring",18 Shield Guard
381,https://www.zeldadungeon.net/wiki/images/thumb/4/48/Hyrule-Compendium-Guardian-Shield%2B.png/72px-Hyrule-Compendium-Guardian-Shield%2B.png,Guardian Shield+,This larger version of a Guardian shield has had its output level boosted. Its defensive capabilities are comparable to those of a metal shield's.,"East Necluda,Faron Grasslands",30 Shield Guard
382,https://www.zeldadungeon.net/wiki/images/thumb/c/c3/Hyrule-Compendium-Guardian-Shield%2B%2B.png/72px-Hyrule-Compendium-Guardian-Shield%2B%2B.png,Guardian Shield++,"The output level of this shield has been boosted to a maximum. Its combat capabilities surpass those of metallic shields, and it can deflect Guardian Scout beams.","Gerudo Highlands,Akkala Highlands",42 Shield Guard
383,https://www.zeldadungeon.net/wiki/images/thumb/9/9d/Hyrule-Compendium-Lynel-Shield.png/72px-Hyrule-Compendium-Lynel-Shield.png,Lynel Shield,"A sturdy shield favored by Lynels for its defensive and offensive capabilities. First and foremost a shield, but the bladed edges can deal slashing attacks when deflecting.","Lanayru Great Spring,Hyrule Field",30 Shield Guard
384,https://www.zeldadungeon.net/wiki/images/thumb/6/6f/Hyrule-Compendium-Mighty-Lynel-Shield.png/72px-Hyrule-Compendium-Mighty-Lynel-Shield.png,Mighty Lynel Shield,"This Lynel-made shield has been reinforced with armor and even more blades. Stronger in both defense and offense, it can tear through basic armor when deflecting.","Hyrule Field,Lanayru Great Spring",44 Shield Guard
385,https://www.zeldadungeon.net/wiki/images/thumb/9/9b/Hyrule-Compendium-Savage-Lynel-Shield.png/72px-Hyrule-Compendium-Savage-Lynel-Shield.png,Savage Lynel Shield,This ultimate Lynel shield is used only by the white-haired Lynels. It excels at defending against even the most brutal of attacks and cutting down powerful foes when deflecting.,"Hyrule Field,Hebra Mountains",62 Shield Guard
